ClientID,Age,Gender,County,LoanHeldBefore,NoOfProductsHeld,AvgTxnAmt,NoOfTxns,LastTxnAmt,LoanFlag,IncomeCategory,MerCategory
4730,21,0,Louth,0,2,1660.0,100,131.15,0,Lower Middle,Retail
4731,55,0,Donegal,1,3,0.0,2,693.66,0,Low,Transport
4732,33,0,Cork,1,4,168.0,0,,0,Lower Middle,Unknown
4733,69,0,Dublin,1,1,721.0,0,,0,Lower Middle,Unknown
4734,60,0,Monaghan,1,3,0.0,0,,0,Lower Middle,Unknown
4735,44,0,Cavan,1,5,0.0,12,21.32,0,Lower Middle,Transport
4736,37,0,Dublin,0,2,0.0,0,,0,Lower Middle,Unknown
4737,58,1,Dublin,0,1,0.0,0,,0,Upper Middle,Unknown
4738,27,1,Dublin,1,3,39.0,95,550.88,1,Lower Middle,Accommodation
4739,46,1,Cork,0,3,1963.0,85,71.54,0,Lower Middle,Accommodation
4740,58,1,Mayo,0,1,0.0,0,,0,Upper,Unknown
4741,43,0,Cork,0,5,0.0,25,327.04,0,Lower Middle,Entertainment
4742,30,0,Dublin,0,1,0.0,1,293.32,0,Lower Middle,Transport
4743,32,0,Cork,1,3,972.0,3,675.28,0,Lower Middle,Professional Services
4744,41,1,Laois,0,4,2176.0,0,,0,Lower Middle,Unknown
4745,66,1,Laois,1,4,0.0,0,,0,Lower Middle,Unknown
4746,33,0,Dublin,0,5,2016.0,37,650.9,0,Lower Middle,Transport
4747,26,0,Dublin,0,5,1387.0,38,885.76,0,Upper,Retail
4748,20,0,Dublin,0,5,1987.0,23,582.52,0,Low,Professional Services
4749,38,0,Dublin,0,3,0.0,61,670.63,0,Lower Middle,Retail
4750,53,1,Cork,0,5,2408.0,26,408.78,0,Lower Middle,Retail
4751,34,1,Monaghan,1,4,0.0,83,361.14,0,Lower Middle,Accommodation
4752,40,1,Mayo,0,3,0.0,36,251.08,0,Upper,Retail
4753,21,0,Cork,0,2,0.0,6,207.11,0,Lower Middle,Accommodation
4754,68,0,Meath,0,3,0.0,11,606.43,0,Lower Middle,Professional Services
4755,20,1,Dublin,0,4,2488.0,40,225.27,0,Low,Transport
4756,43,1,Cork,0,1,0.0,58,766.92,0,Lower Middle,Transport
4757,22,1,Offaly,1,5,287.0,46,161.36,0,Upper,Accommodation
4758,50,0,Kilkenny,0,4,343.0,44,299.6,0,Lower Middle,Professional Services
4759,69,0,Cork,0,1,0.0,0,,0,Lower Middle,Unknown
4760,57,0,Louth,1,4,926.0,2,143.88,0,Lower Middle,Transport
4761,61,1,Longford,0,3,274.0,39,516.53,0,Lower Middle,Professional Services
4762,57,0,Longford,0,2,1.0,37,262.39,0,Lower Middle,Retail
4763,34,1,Dublin,0,4,0.0,26,353.43,0,Upper,Professional Services
4764,36,0,Donegal,0,2,0.0,0,,0,Lower Middle,Unknown
4765,51,0,Dublin,0,2,0.0,0,,0,Upper Middle,Unknown
4766,66,0,Dublin,0,3,340.0,1,409.85,0,Lower Middle,Transport
4767,66,1,Leitrim,0,3,0.0,14,674.82,0,Lower Middle,Accommodation
4768,56,0,Dublin,0,1,491.0,31,124.13,0,Lower Middle,Hardware
4769,61,0,Dublin,0,3,0.0,12,348.98,0,Lower Middle,Accommodation
4770,23,0,Louth,0,3,147.0,30,224.95,0,Lower Middle,Electrical Goods
4771,42,0,Dublin,1,5,218.0,0,,0,Lower Middle,Unknown
4772,45,0,Kilkenny,0,2,1405.0,23,56.21,0,Lower Middle,Legal
4773,50,1,Clare,0,5,60.0,35,272.86,0,Lower Middle,Health
4774,64,0,Dublin,0,5,28.0,0,,0,Upper,Unknown
4775,42,0,Offaly,0,4,98.0,34,552.79,0,Lower Middle,Clothing
4776,29,1,Dublin,0,2,82.0,2,562.72,0,Lower Middle,Education
4777,35,1,Dublin,0,3,2421.0,10,716.48,0,Lower Middle,Clothing
4778,49,0,Dublin,0,1,1057.0,11,119.28,0,Lower Middle,Professional Services
4779,37,0,Cork,0,5,316.0,16,771.87,0,Lower Middle,Accommodation
4780,55,0,Cork,0,3,0.0,0,,0,Upper,Unknown
4781,52,0,Kildare,1,2,0.0,6,617.75,0,Lower Middle,Professional Services
4782,57,0,Cork,1,5,306.0,0,,0,Lower Middle,Unknown
4783,33,1,Dublin,1,1,179.0,18,370.44,0,Lower Middle,Clothing
4784,66,0,Waterford,0,3,733.0,92,438.82,0,Upper Middle,Professional Services
4785,61,1,Waterford,0,5,0.0,28,897.27,0,Upper Middle,Health
4786,32,1,Cork,1,2,0.0,0,,0,Upper Middle,Unknown
4787,51,1,Dublin,0,4,215.0,0,,0,Low,Unknown
4788,57,0,Cork,1,5,971.0,0,,0,Upper Middle,Unknown
4789,58,1,Dublin,1,4,93.0,10,530.31,0,Lower Middle,Transport
4790,66,0,Cork,0,3,0.0,0,,0,Lower Middle,Unknown
4791,52,0,Monaghan,1,5,2418.0,39,612.68,1,Upper Middle,Professional Services
4792,45,1,Monaghan,1,3,0.0,34,888.42,0,Upper Middle,Groceries/Perishables
4793,52,0,Dublin,0,2,4782.0,0,,0,Upper Middle,Unknown
4794,29,0,Dublin,1,4,173.0,36,39.98,0,Lower Middle,Accommodation
4795,61,0,Dublin,0,1,0.0,73,258.89,0,Upper,Accommodation
4796,22,0,Leitrim,1,2,399.0,0,,0,Upper,Unknown
4797,63,1,Kerry,1,3,0.0,0,,0,Lower Middle,Unknown
4798,68,1,Dublin,0,4,439.0,2,538.75,0,Lower Middle,Accommodation
4799,36,0,Galway,0,2,1.0,3,772.17,0,Upper Middle,Accommodation
4800,42,1,Tipperary,0,2,2270.0,6,51.0,0,Lower Middle,Accommodation
4801,25,0,Laois,0,3,2685.0,8,371.49,0,Lower Middle,Professional Services
4802,69,1,Dublin,0,3,2950.0,0,,0,Upper,Unknown
4803,27,0,Kerry,0,4,0.0,36,83.27,0,Lower Middle,Accommodation
4804,44,0,Dublin,0,1,0.0,0,,0,Upper,Unknown
4805,32,0,Dublin,0,2,2904.0,16,33.21,0,Lower Middle,Transport
4806,53,0,Mayo,0,5,0.0,6,505.98,0,Lower Middle,Accommodation
4807,42,0,Cork,0,4,2914.0,0,,0,Lower Middle,Unknown
4808,41,1,Dublin,0,4,1096.0,10,669.57,0,Upper Middle,Accommodation
4809,52,0,Wicklow,0,3,0.0,0,,0,Upper Middle,Unknown
4810,31,0,Cork,1,2,0.0,0,,0,Lower Middle,Unknown
4811,20,1,Galway,0,2,1661.0,0,,0,Upper,Unknown
4812,32,0,Dublin,1,4,0.0,39,268.78,0,Upper Middle,Professional Services
4813,22,1,Kildare,0,3,146.0,13,506.31,0,Lower Middle,Restaurants/Dining
4814,46,1,Clare,0,3,2278.0,1,218.59,0,Lower Middle,Transport
4815,65,0,Cork,1,1,0.0,29,441.67,0,Lower Middle,Accommodation
4816,28,1,Clare,0,4,0.0,30,284.71,0,Lower Middle,Accommodation
4817,38,1,Cork,0,2,2070.0,5,323.34,0,Lower Middle,Electrical Goods
4818,30,0,Monaghan,1,5,0.0,17,321.64,0,Lower Middle,Accommodation
4819,51,1,Meath,0,5,0.0,36,503.94,0,Lower Middle,Legal
4820,28,1,Carlow,0,4,1211.0,10,477.27,0,Upper,Transport
4821,22,0,Dublin,0,1,105.0,66,632.79,0,Upper,Transport
4822,60,0,Donegal,1,5,1781.0,6,82.25,0,Upper,Retail
4823,44,0,Cork,0,4,0.0,0,,0,Upper Middle,Unknown
4824,63,1,Dublin,0,5,0.0,36,770.01,0,Lower Middle,Professional Services
4825,48,1,Waterford,0,3,111.0,16,706.65,0,Lower Middle,Accommodation
4826,51,1,Dublin,0,5,68.0,0,,0,Lower Middle,Unknown
4827,24,1,Dublin,0,4,0.0,31,94.79,0,Upper Middle,Professional Services
4828,63,0,Dublin,1,4,0.0,85,528.82,1,Low,Accommodation
4829,21,0,Dublin,0,3,0.0,25,836.6,0,Lower Middle,Transport
4830,67,0,Limerick,0,4,0.0,99,206.45,0,Lower Middle,Accommodation
4831,44,0,Dublin,1,1,203.0,6,824.19,0,Lower Middle,Retail
4832,58,0,Leitrim,1,5,0.0,24,871.9,0,Lower Middle,Professional Services
4833,51,0,Dublin,0,1,45.0,32,834.76,0,Upper,Professional Services
4834,70,1,Monaghan,0,2,351.0,16,275.78,0,Upper Middle,Transport
4835,36,0,Dublin,0,4,7.0,14,506.53,0,Lower Middle,Professional Services
4836,61,0,Carlow,0,3,187.0,12,460.83,0,Lower Middle,Hardware
4837,41,1,Cork,1,3,0.0,5,615.27,0,Upper Middle,Accommodation
4838,30,0,Kerry,0,5,0.0,0,,0,Lower Middle,Unknown
4839,53,0,Dublin,0,3,0.0,4,819.47,0,Low,Groceries/Perishables
4840,56,1,Dublin,0,1,62.0,72,32.05,0,Lower Middle,Clothing
4841,43,0,Dublin,0,4,79.0,15,725.7,0,Upper,Transport
4842,48,0,Dublin,0,5,0.0,23,554.93,0,Lower Middle,Accommodation
4843,67,0,Dublin,0,3,85.0,19,228.6,0,Lower Middle,Accommodation
4844,27,0,Kilkenny,0,1,31.0,0,,0,Lower Middle,Unknown
4845,34,0,Leitrim,0,5,1785.0,19,879.64,0,Lower Middle,Accommodation
4846,38,0,Waterford,0,5,407.0,0,,0,Upper,Unknown
4847,66,1,Cork,0,5,321.0,31,639.67,0,Lower Middle,Accommodation
4848,54,0,Mayo,1,3,59.0,14,591.36,0,Upper Middle,Electrical Goods
4849,55,1,Dublin,0,3,17.0,0,,0,Lower Middle,Unknown
4850,26,1,Dublin,0,4,0.0,0,,0,Lower Middle,Unknown
4851,21,1,Cork,0,1,17.0,34,660.61,0,Lower Middle,Accommodation
4852,34,1,Dublin,0,2,33.0,0,,0,Lower Middle,Unknown
4853,41,1,Dublin,0,3,19.0,0,,0,Lower Middle,Unknown
4854,54,0,Dublin,0,4,0.0,39,174.05,0,Low,Groceries/Perishables
4855,34,1,Dublin,0,5,106.0,0,,0,Lower Middle,Unknown
4856,30,1,Offaly,0,1,0.0,73,175.72,0,Lower Middle,Accommodation
4857,46,0,Dublin,0,5,0.0,83,482.79,0,Lower Middle,Transport
4858,20,1,Dublin,0,1,1021.0,21,545.53,0,Upper,Accommodation
4859,59,1,Cork,1,4,37.0,38,556.42,0,Upper Middle,Accommodation
4860,60,0,Cork,1,3,119.0,0,,0,Lower Middle,Unknown
4861,29,1,Cork,1,4,0.0,27,365.49,0,Lower Middle,Accommodation
4862,40,1,Meath,1,4,1937.0,40,720.16,0,Lower Middle,Accommodation
4863,51,0,Monaghan,0,3,0.0,26,782.9,0,Upper Middle,Retail
4864,24,0,Clare,0,1,251.0,5,707.34,0,Lower Middle,Transport
4865,59,0,Monaghan,0,3,16.0,0,,0,Lower Middle,Unknown
4866,59,1,Cork,0,4,0.0,0,,0,Lower Middle,Unknown
4867,46,1,Dublin,1,3,0.0,38,21.35,0,Lower Middle,Transport
4868,43,1,Dublin,1,2,209.0,28,38.29,0,Upper,Groceries/Perishables
4869,62,1,Dublin,0,4,0.0,66,504.36,0,Lower Middle,Entertainment
4870,29,1,Dublin,0,4,0.0,6,738.97,0,Lower Middle,Restaurants/Dining
4871,63,0,Dublin,0,5,0.0,0,,0,Lower Middle,Unknown
4872,20,0,Cavan,1,4,0.0,9,764.4,0,Lower Middle,Transport
4873,68,0,Galway,0,5,1194.0,0,,0,Upper,Unknown
4874,46,1,Clare,0,3,1729.0,0,,0,Lower Middle,Unknown
4875,69,1,Dublin,1,3,0.0,21,179.41,0,Lower Middle,Professional Services
4876,51,0,Dublin,1,3,502.0,0,,0,Lower Middle,Unknown
4877,29,0,Kildare,0,3,960.0,4,737.44,0,Lower Middle,Transport
4878,28,1,Dublin,0,4,1125.0,93,259.24,0,Lower Middle,Retail
4879,38,0,Dublin,0,2,646.0,0,,0,Lower Middle,Unknown
4880,54,0,Dublin,1,2,0.0,37,304.28,0,Lower Middle,Accommodation
4881,44,0,Dublin,1,5,385.0,55,289.25,0,Lower Middle,Professional Services
4882,42,1,Dublin,0,5,0.0,2,577.15,0,Upper,Accommodation
4883,21,0,Dublin,0,3,0.0,38,194.81,0,Lower Middle,Transport
4884,30,0,Kerry,1,3,1466.0,67,816.62,1,Lower Middle,Transport
4885,60,1,Dublin,0,1,430.0,31,10.3,0,Lower Middle,Health
4886,53,1,Mayo,0,2,0.0,24,623.18,0,Lower Middle,Charity
4887,58,0,Dublin,0,5,223.0,37,756.1,0,Upper Middle,Accommodation
4888,43,0,Longford,0,1,14.0,11,130.24,0,Upper Middle,Accommodation
4889,51,0,Dublin,0,2,0.0,16,218.62,0,Lower Middle,Retail
4890,39,1,Cork,1,1,1231.0,0,,0,Upper Middle,Unknown
4891,53,1,Laois,0,2,409.0,0,,0,Lower Middle,Unknown
4892,55,0,Cork,0,4,0.0,9,658.49,0,Lower Middle,Professional Services
4893,36,0,Kildare,0,2,46.0,18,600.23,0,Lower Middle,Transport
4894,56,1,Clare,0,2,864.0,64,22.97,0,Upper Middle,Transport
4895,38,0,Dublin,0,3,0.0,61,844.25,0,Upper Middle,Transport
4896,24,0,Offaly,0,4,36.0,1,188.17,0,Low,Transport
4897,37,0,Dublin,0,4,12.0,0,,0,Lower Middle,Unknown
4898,43,0,Dublin,0,4,2550.0,35,104.06,0,Lower Middle,Financial Services
4899,37,0,Dublin,1,5,18.0,8,697.72,0,Lower Middle,Accommodation
4900,55,0,Dublin,0,3,41.0,3,739.71,0,Lower Middle,Retail
4901,68,1,Waterford,1,2,0.0,1,412.9,0,Lower Middle,Clothing
4902,59,0,Cork,0,1,60.0,14,271.76,0,Upper Middle,Accommodation
4903,52,1,Louth,0,2,70.0,20,525.42,0,Lower Middle,Health
4904,61,1,Kerry,1,1,224.0,2,520.83,0,Upper,Groceries/Perishables
4905,44,1,Waterford,0,1,1134.0,85,787.32,0,Lower Middle,Misc
4906,70,1,Dublin,0,4,918.0,24,856.89,0,Upper Middle,Retail
4907,56,0,Wicklow,0,2,0.0,0,,0,Lower Middle,Unknown
4908,49,1,Dublin,0,5,23.0,9,465.64,0,Upper Middle,
4909,67,1,Donegal,0,1,2897.0,34,89.06,0,Lower Middle,Entertainment
4910,35,1,Dublin,0,3,291.0,9,817.06,0,Lower Middle,Accommodation
4911,21,1,Dublin,0,3,0.0,7,241.39,0,Lower Middle,Entertainment
4912,32,1,Dublin,0,4,0.0,0,,0,Upper Middle,Unknown
4913,24,0,Dublin,0,1,19.0,0,,0,Lower Middle,Unknown
4914,68,0,Carlow,0,2,219.0,32,856.81,0,Lower Middle,Transport
4915,35,1,Dublin,1,1,0.0,29,882.81,0,Lower Middle,Transport
4916,45,0,Dublin,0,5,0.0,6,193.61,0,Upper Middle,Accommodation
4917,34,1,Wicklow,0,1,2083.0,15,372.16,0,Lower Middle,Transport
4918,58,1,Dublin,0,2,179.0,0,,0,Lower Middle,Unknown
4919,63,1,Laois,1,3,0.0,34,281.09,0,Lower Middle,Hardware
4920,51,1,Dublin,0,4,0.0,33,781.3,0,Lower Middle,Transport
4921,45,0,Cork,0,1,0.0,38,152.26,0,Upper Middle,Clothing
4922,24,0,Dublin,0,1,0.0,8,727.75,0,Upper,Transport
4923,28,1,Carlow,0,3,0.0,0,,0,Upper Middle,Unknown
4924,54,1,Cork,0,3,0.0,0,,0,Lower Middle,Unknown
4925,45,0,Dublin,1,3,0.0,10,282.54,0,Lower Middle,Accommodation
4926,69,1,Kerry,1,3,0.0,1,373.19,0,Upper Middle,Entertainment
4927,58,0,Kerry,1,2,350.0,18,416.33,0,Upper Middle,Transport
4928,56,1,Limerick,1,5,0.0,58,40.45,0,Upper,Transport
4929,60,1,Meath,0,5,0.0,1,441.71,0,Lower Middle,Professional Services
4930,35,1,Meath,0,3,0.0,0,,0,Lower Middle,Unknown
4931,33,0,Dublin,0,3,23.0,0,,0,Lower Middle,Unknown
4932,26,1,Meath,0,2,1112.0,25,388.77,0,Low,Transport
4933,54,0,Cavan,0,5,0.0,0,,0,Upper,Unknown
4934,37,0,Cork,1,2,0.0,0,,0,Lower Middle,Unknown
4935,46,1,Dublin,1,1,70.0,35,664.61,0,Upper Middle,Transport
4936,61,1,Cork,0,3,376.0,8,342.9,0,Upper Middle,Transport
4937,29,0,Dublin,0,1,25.0,11,118.74,0,Lower Middle,Transport
4938,20,1,Dublin,0,3,2634.0,30,126.81,0,Lower Middle,Accommodation
4939,60,0,Dublin,0,2,900.0,7,78.24,0,Lower Middle,Transport
4940,42,1,Kilkenny,0,1,0.0,0,,0,Lower Middle,Unknown
4941,23,1,Cork,1,2,144.0,0,,0,Lower Middle,Unknown
4942,52,0,Laois,0,4,370.0,3,467.32,0,Lower Middle,Entertainment
4943,39,1,Dublin,0,4,0.0,0,,0,Upper Middle,Unknown
4944,69,0,Tipperary,0,1,0.0,3,301.04,0,Lower Middle,Accommodation
4945,65,1,Dublin,1,3,2991.0,0,,0,Upper,Unknown
4946,48,1,Mayo,0,2,0.0,0,,0,Lower Middle,Unknown
4947,100,0,Louth,0,5,0.0,0,,0,Upper Middle,Unknown
4948,33,1,Longford,0,4,58.0,32,515.97,0,Lower Middle,Transport
4949,50,1,Dublin,0,1,0.0,2,53.55,0,Lower Middle,Misc
4950,48,1,Monaghan,0,4,206.0,8,436.45,0,Lower Middle,Transport
4951,31,0,Dublin,0,5,90.0,5,674.57,0,Upper Middle,Entertainment
4952,30,1,Cork,0,1,0.0,5,841.99,0,Lower Middle,Transport
4953,26,0,Cavan,0,4,2630.0,0,,0,Upper Middle,Unknown
4954,27,0,Dublin,0,1,316.0,1,402.03,0,Lower Middle,Transport
4955,49,1,Laois,0,3,41.0,5,530.57,0,Lower Middle,Professional Services
4956,40,1,Leitrim,0,3,0.0,21,487.05,0,Lower Middle,Professional Services
4957,66,0,Cork,0,1,2115.0,0,,0,Lower Middle,Unknown
4958,40,1,Dublin,1,3,0.0,23,210.71,0,Lower Middle,Accommodation
4959,69,0,Cork,0,2,1785.0,29,53.88,0,Lower Middle,Accommodation
4960,36,0,Monaghan,0,2,0.0,23,737.9,0,Lower Middle,Transport
4961,35,0,Dublin,1,1,8782.0,7,127.73,1,Lower Middle,Transport
4962,32,0,Dublin,0,3,31.0,38,876.89,0,Lower Middle,Professional Services
4963,37,0,Offaly,0,1,134.0,0,,0,Lower Middle,Unknown
4964,55,1,Carlow,0,5,1721.0,0,,0,Upper Middle,Unknown
4965,26,1,Dublin,0,3,0.0,8,179.82,0,Lower Middle,Accommodation
4966,55,1,Louth,0,2,0.0,0,,0,Low,Unknown
4967,54,1,Kilkenny,1,2,0.0,0,,0,Upper,Unknown
4968,29,1,Dublin,0,2,30.0,10,839.49,0,Lower Middle,Retail
4969,39,1,Cork,0,3,0.0,0,,0,Lower Middle,Unknown
4970,43,0,Kildare,0,5,122.0,0,,0,Lower Middle,Unknown
4971,50,1,Dublin,0,1,2756.0,99,46.97,1,Upper Middle,Accommodation
4972,30,0,Dublin,0,5,1846.0,0,,0,Lower Middle,Unknown
4973,43,1,Dublin,1,1,428.0,40,320.28,0,Lower Middle,Accommodation
4974,52,1,Dublin,0,4,16.0,0,,0,Lower Middle,Unknown
4975,62,0,Dublin,1,5,0.0,0,,0,Lower Middle,Unknown
4976,66,0,Offaly,0,2,0.0,0,,0,Upper Middle,Unknown
4977,45,0,Dublin,0,5,0.0,1,651.7,0,Upper,Accommodation
4978,36,0,Louth,0,4,304.0,40,897.07,0,Upper Middle,Professional Services
4979,67,0,Cavan,1,2,1036.0,0,,0,Lower Middle,Unknown
4980,24,1,Kildare,0,4,0.0,71,744.22,0,Lower Middle,Retail
4981,24,1,Dublin,1,1,0.0,0,,0,Lower Middle,Unknown
4982,21,1,Dublin,0,4,1085.0,79,877.89,0,Lower Middle,Accommodation
4983,47,0,Dublin,0,4,0.0,0,,0,Lower Middle,Unknown
4984,36,0,Offaly,0,5,2649.0,0,,0,Lower Middle,Unknown
4985,57,1,Dublin,0,1,111.0,82,432.27,0,Lower Middle,Entertainment
4986,41,1,Cork,0,1,35.0,39,235.82,0,Lower Middle,Retail
4987,52,1,Clare,0,3,0.0,75,449.26,0,Lower Middle,Transport
4988,63,1,Dublin,0,4,1165.0,0,,0,Lower Middle,Unknown
4989,70,1,Dublin,1,3,2659.0,32,651.01,1,Lower Middle,Accommodation
4990,49,1,Dublin,1,5,0.0,3,702.58,0,Lower Middle,Professional Services
4991,38,0,Dublin,0,3,2829.0,0,,0,Lower Middle,Unknown
4992,47,0,Mayo,0,1,0.0,57,691.18,0,Lower Middle,Health
4993,23,0,Clare,1,1,44.0,0,,0,Lower Middle,Unknown
4994,42,1,Monaghan,0,3,7.0,1,694.64,0,Lower Middle,Transport
4995,30,1,Wicklow,1,3,989.0,47,358.7,0,Lower Middle,Clothing
4996,55,0,Dublin,1,1,0.0,0,,0,Lower Middle,Unknown
4997,63,0,Cork,0,5,0.0,32,436.84,0,Lower Middle,Education
4998,38,0,Dublin,0,3,0.0,0,,0,Upper,Unknown
4999,50,1,Cork,0,4,1000.0,7,838.13,0,Upper Middle,Transport
5000,63,1,Cork,0,5,0.0,65,878.78,0,Lower Middle,Entertainment
5001,41,0,Meath,0,2,0.0,1,493.11,0,Upper,Education
5002,37,1,Dublin,1,3,0.0,0,,0,Upper Middle,Unknown
5003,41,1,Dublin,0,1,881.0,0,,0,Upper Middle,Unknown
5004,66,1,Dublin,0,3,0.0,29,746.98,0,Lower Middle,Accommodation
5005,20,1,Dublin,0,3,0.0,1,32.92,0,Lower Middle,Retail
5006,28,0,Laois,0,4,45.0,0,,0,Upper,Unknown
5007,47,0,Dublin,0,5,0.0,0,,0,Lower Middle,Unknown
5008,58,1,Dublin,0,3,0.0,6,236.23,0,Lower Middle,Services
5009,21,0,Dublin,1,3,0.0,0,,0,Lower Middle,Unknown
5010,67,1,Dublin,0,2,210.0,3,482.83,0,Lower Middle,Retail
5011,57,0,Dublin,0,1,0.0,2,304.62,0,Lower Middle,Office Equipment
5012,30,0,Dublin,0,1,0.0,14,418.55,0,Lower Middle,
5013,51,1,Clare,0,5,0.0,27,148.45,0,Lower Middle,Transport
5014,47,1,Cork,0,1,0.0,0,,0,Lower Middle,Unknown
5015,25,0,Monaghan,0,5,0.0,26,325.71,0,Upper,Professional Services
5016,64,1,Kilkenny,1,1,0.0,88,496.82,1,Lower Middle,Accommodation
5017,53,0,Dublin,0,2,44.0,0,,0,Lower Middle,Unknown
5018,28,0,Laois,0,5,403.0,2,147.29,0,Lower Middle,Entertainment
5019,59,1,Dublin,0,1,2286.0,39,464.51,0,Upper Middle,Transport
5020,56,0,Clare,1,4,0.0,14,309.25,0,Lower Middle,Accommodation
5021,37,1,Dublin,0,2,1751.0,93,855.25,0,Upper Middle,Hardware
5022,69,0,Monaghan,0,2,0.0,2,662.01,0,Lower Middle,Professional Services
5023,67,0,Dublin,0,1,1919.0,22,626.87,0,Lower Middle,Professional Services
5024,63,0,Cork,0,5,0.0,0,,0,Lower Middle,Unknown
5025,64,1,Limerick,0,5,279.0,80,849.8,0,Upper,Accommodation
5026,63,0,Tipperary,0,4,0.0,11,108.14,0,Lower Middle,Transport
5027,20,0,Dublin,0,4,8125.0,0,,1,Upper Middle,Unknown
5028,40,0,Dublin,1,2,2815.0,16,686.9,0,Upper Middle,Transport
5029,67,1,Leitrim,0,5,3523.0,31,247.34,0,Lower Middle,Professional Services
5030,58,1,Limerick,0,1,339.0,2,559.11,0,Upper,Accommodation
5031,33,1,Dublin,0,2,90.0,88,563.26,0,Lower Middle,Transport
5032,29,0,Dublin,0,1,1144.0,48,358.92,0,Lower Middle,Transport
5033,30,1,Dublin,1,5,151.0,31,132.86,0,Lower Middle,
5034,43,0,Dublin,0,1,0.0,14,42.04,0,Lower Middle,Legal
5035,32,1,Dublin,0,2,0.0,12,340.15,0,Lower Middle,Retail
5036,65,1,Dublin,0,3,471.0,36,183.14,0,Upper Middle,Accommodation
5037,52,0,Cork,0,2,1808.0,62,274.87,0,Upper,Accommodation
5038,62,0,Kildare,0,1,0.0,38,136.26,0,Upper Middle,Accommodation
5039,46,1,Dublin,0,4,0.0,20,696.44,0,Lower Middle,Professional Services
5040,53,1,Tipperary,0,3,0.0,0,,0,Upper,Unknown
5041,68,1,Dublin,0,4,1043.0,9,211.17,0,Upper Middle,Hardware
5042,61,0,Cavan,1,3,86.0,26,202.59,0,Lower Middle,Entertainment
5043,37,1,Dublin,0,3,1063.0,17,459.71,0,Lower Middle,Clothing
5044,21,0,Dublin,0,2,362.0,6,103.36,0,Lower Middle,Accommodation
5045,52,1,Dublin,0,1,183.0,30,11.59,0,Upper,Transport
5046,34,0,Tipperary,1,2,1704.0,25,691.38,0,Low,Accommodation
5047,42,1,Clare,0,5,0.0,0,,0,Lower Middle,Unknown
5048,46,1,Limerick,0,3,516.0,12,69.74,0,Lower Middle,Accommodation
5049,21,0,Offaly,0,5,1143.0,0,,0,Lower Middle,Unknown
5050,48,0,Louth,0,4,149.0,0,,0,Lower Middle,Unknown
5051,63,0,Kilkenny,1,2,57.0,0,,0,Upper,Unknown
5052,46,1,Kildare,0,2,319.0,14,743.63,0,Lower Middle,Entertainment
5053,42,1,Dublin,1,3,1250.0,33,559.64,0,Upper,Transport
5054,66,0,Dublin,0,5,15.0,22,823.0,0,Lower Middle,Accommodation
5055,33,1,Dublin,0,2,426.0,38,335.44,0,Upper Middle,Entertainment
5056,52,1,Dublin,0,4,0.0,3,66.47,0,Lower Middle,Transport
5057,41,1,Laois,0,3,2093.0,6,350.73,0,Low,Transport
5058,48,0,Offaly,0,1,26.0,6,581.65,0,Lower Middle,Transport
5059,42,1,Cork,0,5,0.0,34,698.59,0,Upper Middle,Misc
5060,70,0,Donegal,0,5,2764.0,49,803.57,0,Upper Middle,Retail
5061,60,0,Kilkenny,0,2,748.0,0,,0,Lower Middle,Unknown
5062,69,1,Dublin,1,1,0.0,4,272.87,0,Lower Middle,Transport
5063,21,0,Dublin,0,5,0.0,86,654.12,0,Upper Middle,Accommodation
5064,29,1,Dublin,0,4,247.0,35,565.59,0,Lower Middle,Professional Services
5065,38,0,Dublin,0,4,1211.0,49,252.18,0,Lower Middle,Transport
5066,59,0,Cork,0,5,1200.0,0,,0,Upper,Unknown
5067,29,0,Dublin,0,2,0.0,2,877.68,0,Upper Middle,Accommodation
5068,27,0,Limerick,0,1,2420.0,38,733.18,0,Lower Middle,
5069,30,1,Dublin,0,5,2581.0,11,230.99,0,Lower Middle,Transport
5070,51,1,Dublin,0,5,0.0,0,,0,Lower Middle,Unknown
5071,68,0,Tipperary,0,3,491.0,0,,0,Lower Middle,Unknown
5072,68,0,Dublin,0,4,436.0,0,,0,Low,Unknown
5073,51,0,Dublin,1,2,0.0,19,15.64,0,Lower Middle,Retail
5074,38,1,Dublin,0,3,0.0,3,226.95,0,Lower Middle,Accommodation
5075,51,0,Kerry,0,2,1030.0,0,,0,Lower Middle,Unknown
5076,45,0,Offaly,0,2,0.0,0,,0,Lower Middle,Unknown
5077,64,0,Kilkenny,0,2,2898.0,29,333.89,0,Lower Middle,Transport
5078,38,1,Waterford,1,4,71.0,25,76.46,0,Lower Middle,Transport
5079,57,1,Dublin,0,4,0.0,0,,0,Low,Unknown
5080,26,0,Dublin,0,2,0.0,18,873.33,0,Lower Middle,Professional Services
5081,37,0,Laois,1,3,419.0,0,,0,Lower Middle,Unknown
5082,57,1,Clare,1,2,0.0,0,,0,Lower Middle,Unknown
5083,47,1,Dublin,0,5,2490.0,2,27.67,0,Lower Middle,Professional Services
5084,47,0,Cork,1,3,201.0,14,507.1,0,Lower Middle,Transport
5085,68,0,Dublin,0,2,178.0,0,,0,Low,Unknown
5086,32,1,Kilkenny,0,5,0.0,36,554.08,0,Lower Middle,Health
5087,64,1,Tipperary,0,4,0.0,25,303.37,0,Lower Middle,Clothing
5088,63,1,Cork,0,5,0.0,10,581.28,0,Lower Middle,Education
