Client ID,Uptake Rate,Likelihood Category
11678,0.447,Very Low Likelihood
11679,10.084,Very Low Likelihood
11680,1.286,Very Low Likelihood
11681,13.67,Very Low Likelihood
11682,1.402,Very Low Likelihood
11683,5.456,Very Low Likelihood
11684,0.692,Very Low Likelihood
11685,18.773,Very Low Likelihood
11686,1.286,Very Low Likelihood
11687,0.378,Very Low Likelihood
11688,9.383,Very Low Likelihood
11689,14.237,Very Low Likelihood
11690,0.716,Very Low Likelihood
11691,4.514,Very Low Likelihood
11692,0.589,Very Low Likelihood
11693,25.883,Low Likelihood
11694,1.23,Very Low Likelihood
11695,2.451,Very Low Likelihood
11696,1.415,Very Low Likelihood
11697,14.052,Very Low Likelihood
11698,1.278,Very Low Likelihood
11699,1.385,Very Low Likelihood
11700,1.235,Very Low Likelihood
11701,33.999,Low Likelihood
11702,0.317,Very Low Likelihood
11703,11.556,Very Low Likelihood
11704,6.433,Very Low Likelihood
11705,23.869,Very Low Likelihood
11706,2.478,Very Low Likelihood
11707,1.557,Very Low Likelihood
11708,6.87,Very Low Likelihood
11709,44.55,Low Likelihood
11710,1.378,Very Low Likelihood
11711,0.735,Very Low Likelihood
11712,1.865,Very Low Likelihood
11713,36.162,Low Likelihood
11714,2.643,Very Low Likelihood
11715,2.38,Very Low Likelihood
11716,0.384,Very Low Likelihood
11717,26.072,Low Likelihood
11718,2.831,Very Low Likelihood
11719,7.164,Very Low Likelihood
11720,0.791,Very Low Likelihood
11721,3.83,Very Low Likelihood
11722,3.115,Very Low Likelihood
11723,5.004,Very Low Likelihood
11724,3.088,Very Low Likelihood
11725,21.724,Very Low Likelihood
11726,0.242,Very Low Likelihood
11727,0.901,Very Low Likelihood
11728,0.551,Very Low Likelihood
11729,22.033,Very Low Likelihood
11730,3.562,Very Low Likelihood
11731,3.66,Very Low Likelihood
11732,1.987,Very Low Likelihood
11733,44.395,Low Likelihood
11734,0.534,Very Low Likelihood
11735,3.203,Very Low Likelihood
11736,2.065,Very Low Likelihood
11737,33.105,Low Likelihood
11738,6.564,Very Low Likelihood
11739,3.317,Very Low Likelihood
11740,2.516,Very Low Likelihood
11741,20.383,Very Low Likelihood
11742,0.225,Very Low Likelihood
11743,6.49,Very Low Likelihood
11744,0.367,Very Low Likelihood
11745,30.36,Low Likelihood
11746,2.846,Very Low Likelihood
11747,1.716,Very Low Likelihood
11748,0.747,Very Low Likelihood
11749,68.039,Medium Likelihood
11750,13.222,Very Low Likelihood
11751,1.845,Very Low Likelihood
11752,0.509,Very Low Likelihood
11753,25.656,Low Likelihood
11754,0.639,Very Low Likelihood
11755,1.428,Very Low Likelihood
11756,4.005,Very Low Likelihood
11757,12.149,Very Low Likelihood
11758,1.297,Very Low Likelihood
11759,0.426,Very Low Likelihood
11760,6.024,Very Low Likelihood
11761,32.037,Low Likelihood
11762,6.956,Very Low Likelihood
11763,7.175,Very Low Likelihood
11764,1.018,Very Low Likelihood
11765,14.165,Very Low Likelihood
11766,4.821,Very Low Likelihood
11767,0.222,Very Low Likelihood
11768,3.079,Very Low Likelihood
11769,4.57,Very Low Likelihood
11770,1.218,Very Low Likelihood
11771,1.888,Very Low Likelihood
11772,1.185,Very Low Likelihood
11773,2.987,Very Low Likelihood
11774,0.694,Very Low Likelihood
11775,0.967,Very Low Likelihood
11776,0.366,Very Low Likelihood
11777,21.069,Very Low Likelihood
11778,0.857,Very Low Likelihood
11779,2.128,Very Low Likelihood
11780,0.276,Very Low Likelihood
11781,26.009,Low Likelihood
11782,0.28,Very Low Likelihood
11783,0.917,Very Low Likelihood
11784,2.993,Very Low Likelihood
11785,8.246,Very Low Likelihood
11786,0.217,Very Low Likelihood
11787,0.414,Very Low Likelihood
11788,1.333,Very Low Likelihood
11789,25.476,Low Likelihood
11790,2.362,Very Low Likelihood
11791,1.461,Very Low Likelihood
11792,0.669,Very Low Likelihood
11793,3.869,Very Low Likelihood
11794,0.162,Very Low Likelihood
11795,6.566,Very Low Likelihood
11796,1.35,Very Low Likelihood
11797,7.16,Very Low Likelihood
11798,5.911,Very Low Likelihood
11799,1.087,Very Low Likelihood
11800,6.599,Very Low Likelihood
11801,43.74,Low Likelihood
11802,5.197,Very Low Likelihood
11803,0.607,Very Low Likelihood
11804,1.427,Very Low Likelihood
11805,39.531,Low Likelihood
11806,2.076,Very Low Likelihood
11807,2.192,Very Low Likelihood
11808,0.189,Very Low Likelihood
11809,11.151,Very Low Likelihood
11810,4.977,Very Low Likelihood
11811,0.388,Very Low Likelihood
11812,0.951,Very Low Likelihood
11813,42.716,Low Likelihood
11814,0.689,Very Low Likelihood
11815,0.918,Very Low Likelihood
11816,1.88,Very Low Likelihood
11817,53.148,Medium Likelihood
11818,0.918,Very Low Likelihood
11819,1.305,Very Low Likelihood
11820,3.571,Very Low Likelihood
11821,5.399,Very Low Likelihood
11822,1.415,Very Low Likelihood
11823,2.783,Very Low Likelihood
11824,0.299,Very Low Likelihood
11825,12.576,Very Low Likelihood
11826,2.921,Very Low Likelihood
11827,0.717,Very Low Likelihood
11828,0.5,Very Low Likelihood
11829,9.656,Very Low Likelihood
11830,0.879,Very Low Likelihood
11831,4.704,Very Low Likelihood
11832,2.397,Very Low Likelihood
11833,15.087,Very Low Likelihood
11834,0.563,Very Low Likelihood
11835,2.544,Very Low Likelihood
11836,7.105,Very Low Likelihood
11837,4.957,Very Low Likelihood
11838,1.701,Very Low Likelihood
11839,11.915,Very Low Likelihood
11840,3.992,Very Low Likelihood
11841,62.735,Medium Likelihood
11842,0.307,Very Low Likelihood
11843,6.178,Very Low Likelihood
11844,0.172,Very Low Likelihood
11845,6.243,Very Low Likelihood
11846,7.728,Very Low Likelihood
11847,0.711,Very Low Likelihood
11848,0.764,Very Low Likelihood
11849,4.296,Very Low Likelihood
11850,0.668,Very Low Likelihood
11851,9.548,Very Low Likelihood
11852,0.163,Very Low Likelihood
11853,21.865,Very Low Likelihood
11854,1.65,Very Low Likelihood
11855,1.867,Very Low Likelihood
11856,5.263,Very Low Likelihood
11857,7.986,Very Low Likelihood
11858,2.231,Very Low Likelihood
11859,6.515,Very Low Likelihood
11860,1.341,Very Low Likelihood
11861,39.281,Low Likelihood
11862,2.888,Very Low Likelihood
11863,0.479,Very Low Likelihood
11864,0.46,Very Low Likelihood
11865,27.67,Low Likelihood
11866,0.52,Very Low Likelihood
11867,0.127,Very Low Likelihood
11868,0.656,Very Low Likelihood
11869,36.127,Low Likelihood
11870,0.471,Very Low Likelihood
11871,7.875,Very Low Likelihood
11872,4.568,Very Low Likelihood
11873,40.785,Low Likelihood
11874,0.635,Very Low Likelihood
11875,0.515,Very Low Likelihood
11876,0.144,Very Low Likelihood
11877,10.628,Very Low Likelihood
11878,1.82,Very Low Likelihood
11879,0.326,Very Low Likelihood
11880,2.139,Very Low Likelihood
11881,61.842,Medium Likelihood
11882,1.122,Very Low Likelihood
11883,7.695,Very Low Likelihood
11884,0.552,Very Low Likelihood
11885,38.355,Low Likelihood
11886,0.736,Very Low Likelihood
11887,5.345,Very Low Likelihood
11888,2.265,Very Low Likelihood
11889,6.947,Very Low Likelihood
11890,0.874,Very Low Likelihood
11891,0.884,Very Low Likelihood
11892,0.915,Very Low Likelihood
11893,16.149,Very Low Likelihood
11894,2.798,Very Low Likelihood
11895,0.315,Very Low Likelihood
11896,0.825,Very Low Likelihood
11897,6.389,Very Low Likelihood
11898,1.019,Very Low Likelihood
11899,7.259,Very Low Likelihood
11900,0.836,Very Low Likelihood
11901,53.64,Medium Likelihood
11902,0.292,Very Low Likelihood
11903,2.548,Very Low Likelihood
11904,7.971,Very Low Likelihood
11905,45.771,Low Likelihood
11906,3.776,Very Low Likelihood
11907,0.613,Very Low Likelihood
11908,1.213,Very Low Likelihood
11909,61.394,Medium Likelihood
11910,0.263,Very Low Likelihood
11911,7.636,Very Low Likelihood
11912,0.223,Very Low Likelihood
11913,30.37,Low Likelihood
11914,0.137,Very Low Likelihood
11915,2.413,Very Low Likelihood
11916,9.031,Very Low Likelihood
11917,6.149,Very Low Likelihood
11918,1.331,Very Low Likelihood
11919,1.726,Very Low Likelihood
11920,8.014,Very Low Likelihood
11921,25.478,Low Likelihood
11922,0.168,Very Low Likelihood
11923,6.613,Very Low Likelihood
11924,0.36,Very Low Likelihood
11925,17.057,Very Low Likelihood
11926,0.283,Very Low Likelihood
11927,10.39,Very Low Likelihood
11928,0.664,Very Low Likelihood
11929,2.245,Very Low Likelihood
11930,0.748,Very Low Likelihood
11931,0.366,Very Low Likelihood
11932,0.928,Very Low Likelihood
11933,12.68,Very Low Likelihood
11934,1.263,Very Low Likelihood
11935,3.507,Very Low Likelihood
11936,2.294,Very Low Likelihood
11937,28.428,Low Likelihood
11938,0.366,Very Low Likelihood
11939,2.652,Very Low Likelihood
11940,0.369,Very Low Likelihood
11941,7.908,Very Low Likelihood
11942,0.821,Very Low Likelihood
11943,0.339,Very Low Likelihood
11944,1.829,Very Low Likelihood
11945,56.861,Medium Likelihood
11946,1.441,Very Low Likelihood
11947,1.074,Very Low Likelihood
11948,4.249,Very Low Likelihood
11949,43.47,Low Likelihood
11950,4.556,Very Low Likelihood
11951,8.306,Very Low Likelihood
11952,0.482,Very Low Likelihood
11953,36.814,Low Likelihood
11954,1.83,Very Low Likelihood
11955,4.497,Very Low Likelihood
11956,7.267,Very Low Likelihood
11957,40.191,Low Likelihood
11958,7.474,Very Low Likelihood
11959,1.951,Very Low Likelihood
11960,1.024,Very Low Likelihood
11961,26.663,Low Likelihood
11962,11.689,Very Low Likelihood
11963,2.187,Very Low Likelihood
11964,0.677,Very Low Likelihood
11965,30.536,Low Likelihood
11966,6.607,Very Low Likelihood
11967,1.049,Very Low Likelihood
11968,1.208,Very Low Likelihood
11969,8.146,Very Low Likelihood
11970,0.217,Very Low Likelihood
11971,1.31,Very Low Likelihood
11972,1.713,Very Low Likelihood
11973,56.391,Medium Likelihood
11974,0.461,Very Low Likelihood
11975,1.041,Very Low Likelihood
11976,3.976,Very Low Likelihood
11977,1.731,Very Low Likelihood
11978,6.426,Very Low Likelihood
11979,0.373,Very Low Likelihood
11980,0.339,Very Low Likelihood
11981,10.738,Very Low Likelihood
11982,1.106,Very Low Likelihood
11983,1.759,Very Low Likelihood
11984,2.576,Very Low Likelihood
11985,7.983,Very Low Likelihood
11986,0.117,Very Low Likelihood
11987,0.533,Very Low Likelihood
11988,0.927,Very Low Likelihood
11989,25.065,Low Likelihood
11990,0.577,Very Low Likelihood
11991,2.626,Very Low Likelihood
11992,2.922,Very Low Likelihood
11993,36.265,Low Likelihood
11994,0.522,Very Low Likelihood
11995,1.47,Very Low Likelihood
11996,1.483,Very Low Likelihood
11997,33.844,Low Likelihood
11998,0.3,Very Low Likelihood
11999,0.447,Very Low Likelihood
12000,1.094,Very Low Likelihood
